,2014,2015,2016,2017,2018,2019,2020,2021
540,6463,16455,-1,-1,-1,-1,-1,-1
541,6927,-1,-1,-1,-1,-1,-1,-1
542,6116,-1,-1,-1,-1,-1,-1,-1
543,1264,-1,-1,-1,-1,-1,-1,-1
544,2506,6106,-1,-1,-1,-1,-1,-1
545,173,-1,-1,-1,-1,-1,-1,-1
546,14074,-1,-1,-1,-1,-1,-1,-1
547,8736,12892,-1,-1,-1,-1,-1,-1
548,2797,3700,-1,-1,-1,-1,-1,-1
549,7608,-1,-1,-1,-1,-1,-1,-1
550,2958,-1,-1,-1,-1,-1,-1,-1
551,1510,-1,-1,-1,-1,-1,-1,-1
552,9830,-1,-1,-1,-1,-1,-1,-1
553,135,3988,-1,-1,-1,-1,-1,-1
554,19852,-1,-1,-1,-1,-1,-1,-1
555,284,-1,-1,-1,-1,-1,-1,-1
556,1791,-1,-1,-1,-1,-1,-1,-1
557,3098,11220,-1,-1,-1,-1,-1,-1
558,1124,-1,-1,-1,-1,-1,-1,-1
559,6595,-1,-1,-1,-1,-1,-1,-1
560,234,-1,-1,-1,-1,-1,-1,-1
561,2280,-1,-1,-1,-1,-1,-1,-1
562,1412,-1,-1,-1,-1,-1,-1,-1
563,6426,-1,-1,-1,-1,-1,-1,-1
564,128,-1,-1,-1,-1,-1,-1,-1
565,1062,-1,-1,-1,-1,-1,-1,-1
566,2589,-1,-1,-1,-1,-1,-1,-1
567,114,-1,-1,-1,-1,-1,-1,-1
568,-1,5067,-1,-1,-1,-1,-1,-1
569,-1,532,-1,-1,-1,-1,-1,-1
570,-1,2524,-1,-1,-1,-1,-1,-1
571,-1,2340,-1,-1,-1,-1,-1,-1
572,-1,1790,-1,-1,-1,-1,-1,-1
573,-1,1467,-1,-1,-1,-1,-1,-1
574,-1,4984,-1,-1,-1,-1,-1,-1
575,-1,2904,-1,-1,-1,-1,-1,-1
576,-1,1220,-1,-1,-1,-1,-1,-1
577,-1,2677,-1,-1,-1,-1,-1,-1
578,-1,1450,-1,-1,-1,-1,-1,-1
579,-1,1390,-1,-1,-1,-1,-1,-1
580,-1,3720,-1,-1,-1,-1,-1,-1
581,-1,4093,-1,-1,-1,-1,-1,-1
582,-1,289,5436,-1,-1,-1,-1,-1
583,-1,3157,-1,-1,-1,-1,-1,-1
584,-1,620,-1,-1,-1,-1,-1,-1
585,-1,1676,5436,-1,-1,-1,-1,-1
586,-1,1017,5688,-1,-1,-1,-1,-1
587,-1,4170,-1,-1,-1,-1,-1,-1
588,-1,1837,6247,-1,-1,-1,-1,-1
589,-1,1572,6869,-1,-1,-1,-1,-1
590,-1,3927,-1,-1,-1,-1,-1,-1
591,-1,4475,-1,-1,-1,-1,-1,-1
592,-1,2778,7282,-1,-1,-1,-1,-1
593,-1,3145,-1,-1,-1,-1,-1,-1
594,-1,156,-1,-1,-1,-1,-1,-1
595,-1,1641,-1,-1,-1,-1,-1,-1
596,-1,1795,-1,-1,-1,-1,-1,-1
597,-1,3091,-1,-1,-1,-1,-1,-1
598,-1,831,-1,-1,-1,-1,-1,-1
599,-1,1264,-1,-1,-1,-1,-1,-1
600,-1,909,-1,-1,-1,-1,-1,-1
601,-1,1717,-1,-1,-1,-1,-1,-1
602,-1,156,-1,-1,-1,-1,-1,-1
603,-1,220,-1,-1,-1,-1,-1,-1
604,-1,1850,-1,-1,-1,-1,-1,-1
605,-1,4519,-1,-1,-1,-1,-1,-1
606,-1,1718,-1,-1,-1,-1,-1,-1
607,-1,3870,-1,-1,-1,-1,-1,-1
608,-1,2396,6796,-1,-1,-1,-1,-1
609,-1,2881,-1,-1,-1,-1,-1,-1
610,-1,5454,-1,-1,-1,-1,-1,-1
611,-1,2378,8437,-1,-1,-1,-1,-1
612,-1,2809,-1,-1,-1,-1,-1,-1
613,-1,307,-1,-1,-1,-1,-1,-1
614,-1,2884,-1,-1,-1,-1,-1,-1
615,-1,3481,10502,-1,-1,-1,-1,-1
616,-1,3308,-1,-1,-1,-1,-1,-1
617,-1,176,-1,-1,-1,-1,-1,-1
618,-1,5936,-1,-1,-1,-1,-1,-1
619,-1,1270,5652,9242,-1,-1,-1,-1
620,-1,2084,-1,-1,-1,-1,-1,-1
621,-1,2457,9158,-1,-1,-1,-1,-1
622,-1,3712,-1,-1,-1,-1,-1,-1
623,-1,1926,7604,-1,-1,-1,-1,-1
624,-1,3236,-1,-1,-1,-1,-1,-1
625,-1,1724,-1,-1,-1,-1,-1,-1
626,-1,2198,-1,-1,-1,-1,-1,-1
627,-1,3457,-1,-1,-1,-1,-1,-1
628,-1,685,7609,-1,-1,-1,-1,-1
629,-1,568,3200,-1,-1,-1,-1,-1
630,-1,1228,6218,12510,-1,-1,-1,-1
631,-1,5724,-1,-1,-1,-1,-1,-1
632,-1,1400,6156,-1,-1,-1,-1,-1
633,-1,4557,-1,-1,-1,-1,-1,-1
634,-1,4174,-1,-1,-1,-1,-1,-1
635,-1,948,-1,-1,-1,-1,-1,-1
636,-1,2145,7609,-1,-1,-1,-1,-1
637,-1,3701,-1,-1,-1,-1,-1,-1
638,-1,1148,588,-1,-1,-1,-1,-1
639,-1,325,3200,-1,-1,-1,-1,-1
640,-1,2725,-1,-1,-1,-1,-1,-1
641,-1,2193,-1,-1,-1,-1,-1,-1
642,-1,1802,-1,-1,-1,-1,-1,-1
643,-1,3339,12032,-1,-1,-1,-1,-1
644,-1,3545,-1,-1,-1,-1,-1,-1
645,-1,2888,-1,-1,-1,-1,-1,-1
646,-1,2969,-1,-1,-1,-1,-1,-1
647,-1,3659,15198,-1,-1,-1,-1,-1
648,-1,2995,-1,-1,-1,-1,-1,-1
649,-1,1592,5314,4039,-1,-1,-1,-1
650,-1,2769,-1,-1,-1,-1,-1,-1
651,-1,2869,-1,-1,-1,-1,-1,-1
652,-1,1799,-1,-1,-1,-1,-1,-1
653,-1,2081,-1,-1,-1,-1,-1,-1
654,-1,2427,-1,-1,-1,-1,-1,-1
655,-1,305,-1,-1,-1,-1,-1,-1
656,-1,4281,-1,-1,-1,-1,-1,-1
657,-1,1405,-1,-1,-1,-1,-1,-1
658,-1,2191,-1,-1,-1,-1,-1,-1
659,-1,942,-1,-1,-1,-1,-1,-1
660,-1,1660,-1,-1,-1,-1,-1,-1
661,-1,703,-1,-1,-1,-1,-1,-1
662,-1,3969,-1,-1,-1,-1,-1,-1
663,-1,1144,4396,-1,-1,-1,-1,-1
664,-1,5064,-1,-1,-1,-1,-1,-1
665,-1,1826,-1,-1,-1,-1,-1,-1
666,-1,1065,3312,6019,7960,-1,-1,-1
667,-1,1401,-1,-1,-1,-1,-1,-1
668,-1,4227,-1,-1,-1,-1,-1,-1
669,-1,2026,-1,-1,-1,-1,-1,-1
670,-1,2057,-1,-1,-1,-1,-1,-1
671,-1,1768,-1,-1,-1,-1,-1,-1
672,-1,3067,-1,-1,-1,-1,-1,-1
673,-1,2607,-1,-1,-1,-1,-1,-1
674,-1,3990,-1,-1,-1,-1,-1,-1
675,-1,2634,-1,-1,-1,-1,-1,-1
676,-1,3680,-1,-1,-1,-1,-1,-1
677,-1,2320,8626,13748,-1,-1,-1,-1
678,-1,4639,14202,-1,-1,-1,-1,-1
679,-1,904,-1,-1,-1,-1,-1,-1
680,-1,1917,6603,-1,-1,-1,-1,-1
681,-1,4780,14883,-1,-1,-1,-1,-1
682,-1,1960,7973,-1,-1,-1,-1,-1
683,-1,2573,-1,-1,-1,-1,-1,-1
684,-1,1364,6741,14045,-1,-1,-1,-1
685,-1,1860,-1,-1,-1,-1,-1,-1
686,-1,786,5320,11812,-1,-1,-1,-1
687,-1,1364,4745,-1,-1,-1,-1,-1
688,-1,4027,13415,-1,-1,-1,-1,-1
689,-1,2696,-1,-1,-1,-1,-1,-1
690,-1,2601,-1,-1,-1,-1,-1,-1
691,-1,2506,-1,-1,-1,-1,-1,-1
692,-1,4042,-1,-1,-1,-1,-1,-1
693,-1,2314,7887,-1,-1,-1,-1,-1
694,-1,505,-1,-1,-1,-1,-1,-1
695,-1,2728,9050,16905,27981,-1,-1,-1
696,-1,908,-1,-1,-1,-1,-1,-1
697,-1,2715,7601,-1,-1,-1,-1,-1
698,-1,6830,16192,-1,-1,-1,-1,-1
699,-1,4578,-1,-1,-1,-1,-1,-1
700,-1,3506,-1,-1,-1,-1,-1,-1
701,-1,3919,-1,-1,-1,-1,-1,-1
702,-1,2151,6569,-1,-1,-1,-1,-1
703,-1,2552,7730,-1,-1,-1,-1,-1
704,-1,1932,-1,-1,-1,-1,-1,-1
705,-1,745,5592,-1,-1,-1,-1,-1
706,-1,2870,10510,-1,-1,-1,-1,-1
707,-1,3324,8353,-1,-1,-1,-1,-1
708,-1,1761,5592,-1,-1,-1,-1,-1
709,-1,3092,-1,-1,-1,-1,-1,-1
710,-1,3229,-1,-1,-1,-1,-1,-1
711,-1,3156,-1,-1,-1,-1,-1,-1
712,-1,2627,-1,-1,-1,-1,-1,-1
713,-1,2099,-1,-1,-1,-1,-1,-1
714,-1,1461,-1,-1,-1,-1,-1,-1
715,-1,2235,-1,-1,-1,-1,-1,-1
716,-1,1199,3436,4579,-1,-1,-1,-1
717,-1,2932,9584,17476,29992,-1,-1,-1
718,-1,917,-1,-1,-1,-1,-1,-1
719,-1,2997,9771,18813,-1,-1,-1,-1
720,-1,8507,-1,-1,-1,-1,-1,-1
721,-1,2103,-1,-1,-1,-1,-1,-1
722,-1,2556,-1,-1,-1,-1,-1,-1
723,-1,4307,11541,18772,-1,-1,-1,-1
724,-1,2289,6136,9202,-1,-1,-1,-1
725,-1,2919,8247,14203,-1,-1,-1,-1
726,-1,1424,-1,-1,-1,-1,-1,-1
727,-1,2869,9392,11782,-1,-1,-1,-1
728,-1,1245,-1,-1,-1,-1,-1,-1
729,-1,1909,5177,9070,-1,-1,-1,-1
730,-1,569,-1,-1,-1,-1,-1,-1
731,-1,2976,9526,17148,-1,-1,-1,-1
732,-1,3046,11152,21634,-1,-1,-1,-1
733,-1,3311,-1,-1,-1,-1,-1,-1
734,-1,1469,4466,-1,-1,-1,-1,-1
735,-1,1764,-1,-1,-1,-1,-1,-1
736,-1,2096,-1,-1,-1,-1,-1,-1
737,-1,2294,-1,-1,-1,-1,-1,-1
738,-1,2717,7960,-1,-1,-1,-1,-1
739,-1,3208,9763,-1,-1,-1,-1,-1
740,-1,1648,-1,-1,-1,-1,-1,-1
741,-1,1829,6204,11608,21218,36412,43791,48042
742,-1,2904,-1,-1,-1,-1,-1,-1
743,-1,2610,-1,-1,-1,-1,-1,-1
744,-1,2766,-1,-1,-1,-1,-1,-1
745,-1,907,-1,-1,-1,-1,-1,-1
746,-1,2094,7092,13026,-1,-1,-1,-1
747,-1,3510,-1,-1,-1,-1,-1,-1
748,-1,3112,-1,-1,-1,-1,-1,-1
749,-1,2349,8538,-1,-1,-1,-1,-1
750,-1,3819,-1,-1,-1,-1,-1,-1
751,-1,2768,-1,-1,-1,-1,-1,-1
752,-1,1423,-1,-1,-1,-1,-1,-1
753,-1,1918,-1,-1,-1,-1,-1,-1
754,-1,858,-1,-1,-1,-1,-1,-1
755,-1,1257,-1,-1,-1,-1,-1,-1
756,-1,852,3288,-1,-1,-1,-1,-1
757,-1,1478,-1,-1,-1,-1,-1,-1
758,-1,2191,-1,-1,-1,-1,-1,-1
759,-1,2341,-1,-1,-1,-1,-1,-1
760,-1,905,2350,4568,-1,-1,-1,-1
761,-1,901,3366,-1,-1,-1,-1,-1
762,-1,1552,-1,-1,-1,-1,-1,-1
763,-1,3835,-1,-1,-1,-1,-1,-1
764,-1,4677,-1,-1,-1,-1,-1,-1
765,-1,1659,5117,-1,-1,-1,-1,-1
766,-1,2408,6684,12294,17951,23855,27349,-1
767,-1,3262,9854,18172,-1,-1,-1,-1
768,-1,2648,9890,-1,-1,-1,-1,-1
769,-1,3535,11771,20801,-1,-1,-1,-1
770,-1,1624,5161,8918,13239,-1,-1,-1
771,-1,2725,-1,-1,-1,-1,-1,-1
772,-1,1929,-1,-1,-1,-1,-1,-1
773,-1,1993,-1,-1,-1,-1,-1,-1
774,-1,2131,5264,-1,-1,-1,-1,-1
775,-1,1577,-1,-1,-1,-1,-1,-1
776,-1,3920,12546,22996,36714,-1,-1,-1
777,-1,2559,-1,-1,-1,-1,-1,-1
778,-1,1137,-1,-1,-1,-1,-1,-1
779,-1,1996,-1,-1,-1,-1,-1,-1
780,-1,1686,-1,-1,-1,-1,-1,-1
781,-1,1711,-1,-1,-1,-1,-1,-1
782,-1,1783,5128,10681,15858,18767,23705,25317
783,-1,2283,9290,17722,28211,-1,-1,-1
784,-1,939,-1,-1,-1,-1,-1,-1
785,-1,1365,5689,12562,22432,-1,-1,-1
786,-1,1901,5531,-1,-1,-1,-1,-1
787,-1,3192,-1,-1,-1,-1,-1,-1
788,-1,4693,10834,-1,-1,-1,-1,-1
789,-1,3401,10157,17545,29450,-1,-1,-1
790,-1,2563,-1,-1,-1,-1,-1,-1
791,-1,1749,4226,7608,11780,-1,-1,-1
792,-1,2547,7614,14905,-1,-1,-1,-1
793,-1,214,-1,-1,-1,-1,-1,-1
794,-1,1060,2703,-1,-1,-1,-1,-1
795,-1,2208,-1,-1,-1,-1,-1,-1
796,-1,3066,-1,-1,-1,-1,-1,-1
797,-1,2265,-1,-1,-1,-1,-1,-1
798,-1,1885,-1,-1,-1,-1,-1,-1
799,-1,5421,14998,-1,-1,-1,-1,-1
800,-1,2575,7633,15286,26747,-1,-1,-1
801,-1,2960,-1,-1,-1,-1,-1,-1
802,-1,2431,10026,18772,35365,-1,-1,-1
803,-1,3146,9163,-1,-1,-1,-1,-1
804,-1,259,-1,-1,-1,-1,-1,-1
805,-1,2308,-1,-1,-1,-1,-1,-1
806,-1,1845,6761,14402,24586,-1,-1,-1
807,-1,3683,-1,-1,-1,-1,-1,-1
808,-1,3929,-1,-1,-1,-1,-1,-1
809,-1,1703,-1,-1,-1,-1,-1,-1
810,-1,1586,6125,11271,-1,-1,-1,-1
811,-1,4373,7760,-1,-1,-1,-1,-1
812,-1,633,-1,-1,-1,-1,-1,-1
813,-1,4371,-1,-1,-1,-1,-1,-1
814,-1,2263,7738,12651,-1,-1,-1,-1
815,-1,6193,-1,-1,-1,-1,-1,-1
816,-1,1359,4095,7194,12459,-1,-1,-1
817,-1,2863,9511,-1,-1,-1,-1,-1
818,-1,2700,-1,-1,-1,-1,-1,-1
819,-1,2093,-1,-1,-1,-1,-1,-1
820,-1,2801,8766,18718,25231,-1,-1,-1
821,-1,3093,-1,-1,-1,-1,-1,-1
822,-1,1663,-1,-1,-1,-1,-1,-1
823,-1,2796,-1,-1,-1,-1,-1,-1
824,-1,2470,-1,-1,-1,-1,-1,-1
825,-1,4585,-1,-1,-1,-1,-1,-1
826,-1,2126,-1,-1,-1,-1,-1,-1
827,-1,1869,8386,-1,-1,-1,-1,-1
828,-1,1468,6069,10957,-1,-1,-1,-1
829,-1,1841,9647,20351,36162,-1,-1,-1
830,-1,2869,-1,-1,-1,-1,-1,-1
831,-1,2193,-1,-1,-1,-1,-1,-1
832,-1,3967,-1,-1,-1,-1,-1,-1
833,-1,3278,-1,-1,-1,-1,-1,-1
834,-1,2295,6506,-1,-1,-1,-1,-1
835,-1,4806,-1,-1,-1,-1,-1,-1
836,-1,1182,3510,5083,-1,-1,-1,-1
837,-1,3430,-1,-1,-1,-1,-1,-1
838,-1,2683,-1,-1,-1,-1,-1,-1
839,-1,2135,6145,10436,-1,-1,-1,-1
840,-1,3308,12343,-1,-1,-1,-1,-1
841,-1,4578,-1,-1,-1,-1,-1,-1
842,-1,3434,9799,-1,-1,-1,-1,-1
843,-1,2514,-1,-1,-1,-1,-1,-1
844,-1,5039,-1,-1,-1,-1,-1,-1
845,-1,1144,4888,4459,-1,-1,-1,-1
846,-1,3215,8624,-1,-1,-1,-1,-1
847,-1,3392,11565,-1,-1,-1,-1,-1
848,-1,5460,-1,-1,-1,-1,-1,-1
849,-1,1880,-1,-1,-1,-1,-1,-1
850,-1,2857,-1,-1,-1,-1,-1,-1
851,-1,4077,-1,-1,-1,-1,-1,-1
852,-1,471,3119,10099,-1,-1,-1,-1
853,-1,4702,16497,27594,-1,-1,-1,-1
854,-1,1815,4931,-1,-1,-1,-1,-1
855,-1,292,-1,-1,-1,-1,-1,-1
856,-1,102,-1,-1,-1,-1,-1,-1
857,-1,192,-1,-1,-1,-1,-1,-1
858,-1,671,-1,-1,-1,-1,-1,-1
859,-1,1511,6782,-1,-1,-1,-1,-1
860,-1,892,-1,-1,-1,-1,-1,-1
861,-1,4613,-1,-1,-1,-1,-1,-1
862,-1,1518,-1,-1,-1,-1,-1,-1
863,-1,6663,16180,-1,-1,-1,-1,-1
864,-1,3948,-1,-1,-1,-1,-1,-1
865,-1,3350,12828,24201,-1,-1,-1,-1
866,-1,2162,-1,-1,-1,-1,-1,-1
867,-1,3529,12082,20242,33331,-1,-1,-1
868,-1,3158,10561,17356,-1,-1,-1,-1
869,-1,4613,15050,-1,-1,-1,-1,-1
870,-1,1330,4400,8385,13889,-1,-1,-1
871,-1,4386,-1,-1,-1,-1,-1,-1
872,-1,1722,5686,-1,-1,-1,-1,-1
873,-1,1910,6281,-1,-1,-1,-1,-1
874,-1,2051,7143,13545,-1,-1,-1,-1
875,-1,167,-1,-1,-1,-1,-1,-1
876,-1,1908,6299,-1,-1,-1,-1,-1
877,-1,3981,-1,-1,-1,-1,-1,-1
878,-1,3284,-1,-1,-1,-1,-1,-1
879,-1,3283,-1,-1,-1,-1,-1,-1
880,-1,1331,10815,-1,-1,-1,-1,-1
881,-1,3401,10815,-1,-1,-1,-1,-1
882,-1,2114,7597,-1,-1,-1,-1,-1
883,-1,3375,11353,21932,-1,-1,-1,-1
884,-1,376,2373,2246,-1,-1,-1,-1
885,-1,1412,5315,-1,-1,-1,-1,-1
886,-1,1569,-1,-1,-1,-1,-1,-1
887,-1,1237,-1,-1,-1,-1,-1,-1
888,-1,3723,-1,-1,-1,-1,-1,-1
889,-1,2665,6810,11723,-1,-1,-1,-1
890,-1,3321,11022,21170,-1,-1,-1,-1
891,-1,1363,-1,-1,-1,-1,-1,-1
892,-1,4246,-1,-1,-1,-1,-1,-1
893,-1,1500,7255,13838,-1,-1,-1,-1
894,-1,2328,-1,-1,-1,-1,-1,-1
895,-1,1846,7908,-1,-1,-1,-1,-1
896,-1,2449,7649,12634,-1,-1,-1,-1
897,-1,2496,-1,-1,-1,-1,-1,-1
898,-1,2446,-1,-1,-1,-1,-1,-1
899,-1,4350,11101,21555,35730,-1,-1,-1
900,-1,2403,-1,-1,-1,-1,-1,-1
901,-1,2288,8447,-1,-1,-1,-1,-1
902,-1,2002,8645,-1,-1,-1,-1,-1
903,-1,2277,8674,15123,-1,-1,-1,-1
904,-1,4530,-1,-1,-1,-1,-1,-1
905,-1,5416,-1,-1,-1,-1,-1,-1
906,-1,2253,-1,-1,-1,-1,-1,-1
907,-1,1498,-1,-1,-1,-1,-1,-1
908,-1,2243,6241,11997,-1,-1,-1,-1
909,-1,1676,-1,-1,-1,-1,-1,-1
910,-1,1983,5842,-1,-1,-1,-1,-1
911,-1,6597,-1,-1,-1,-1,-1,-1
912,-1,5642,15471,23287,-1,-1,-1,-1
913,-1,3839,8123,-1,-1,-1,-1,-1
914,-1,2407,9302,-1,-1,-1,-1,-1
915,-1,187,-1,-1,-1,-1,-1,-1
916,-1,499,-1,-1,-1,-1,-1,-1
917,-1,164,2629,-1,-1,-1,-1,-1
918,-1,979,-1,-1,-1,-1,-1,-1
919,-1,2987,7680,13016,-1,-1,-1,-1
920,-1,3950,11110,-1,-1,-1,-1,-1
921,-1,8338,16913,24996,-1,-1,-1,-1
922,-1,2221,5198,-1,-1,-1,-1,-1
923,-1,2385,7349,-1,-1,-1,-1,-1
924,-1,3244,7923,-1,-1,-1,-1,-1
925,-1,550,3443,-1,-1,-1,-1,-1
926,-1,1876,10183,-1,-1,-1,-1,-1
927,-1,2929,-1,-1,-1,-1,-1,-1
928,-1,2583,-1,-1,-1,-1,-1,-1
929,-1,2651,-1,-1,-1,-1,-1,-1
930,-1,1072,6683,8138,-1,-1,-1,-1
931,-1,373,2028,-1,-1,-1,-1,-1
932,-1,1169,3806,-1,-1,-1,-1,-1
933,-1,1154,3258,-1,-1,-1,-1,-1
934,-1,2246,7479,-1,-1,-1,-1,-1
935,-1,2734,10075,-1,-1,-1,-1,-1
936,-1,1418,-1,-1,-1,-1,-1,-1
937,-1,1029,4053,7572,-1,-1,-1,-1
938,-1,1279,3690,6091,-1,-1,-1,-1
939,-1,2711,-1,-1,-1,-1,-1,-1
940,-1,2602,9244,17844,-1,-1,-1,-1
941,-1,319,-1,-1,-1,-1,-1,-1
942,-1,2392,-1,-1,-1,-1,-1,-1
943,-1,837,5196,-1,-1,-1,-1,-1
944,-1,3946,-1,-1,-1,-1,-1,-1
945,-1,5948,-1,-1,-1,-1,-1,-1
946,-1,2531,8910,19705,-1,-1,-1,-1
947,-1,1176,4186,8488,12292,19608,22950,-1
948,-1,4247,-1,-1,-1,-1,-1,-1
949,-1,2264,6201,12411,-1,-1,-1,-1
950,-1,2092,5873,11854,-1,-1,-1,-1
951,-1,536,-1,-1,-1,-1,-1,-1
952,-1,4861,-1,-1,-1,-1,-1,-1
953,-1,3639,-1,-1,-1,-1,-1,-1
954,-1,2016,-1,-1,-1,-1,-1,-1
955,-1,2892,9277,-1,-1,-1,-1,-1
956,-1,2093,5686,10550,-1,-1,-1,-1
957,-1,3611,-1,-1,-1,-1,-1,-1
958,-1,1845,6750,-1,-1,-1,-1,-1
959,-1,3001,-1,-1,-1,-1,-1,-1
960,-1,2789,-1,-1,-1,-1,-1,-1
961,-1,508,-1,-1,-1,-1,-1,-1
962,-1,2254,-1,-1,-1,-1,-1,-1
963,-1,2514,8016,-1,-1,-1,-1,-1
964,-1,1991,5770,-1,-1,-1,-1,-1
965,-1,1440,-1,-1,-1,-1,-1,-1
966,-1,2209,7154,-1,-1,-1,-1,-1
967,-1,1938,-1,-1,-1,-1,-1,-1
968,-1,5315,-1,-1,-1,-1,-1,-1
969,-1,3455,9923,-1,-1,-1,-1,-1
970,-1,2758,8039,15271,25445,-1,-1,-1
971,-1,5740,17514,31546,-1,-1,-1,-1
972,-1,6021,-1,-1,-1,-1,-1,-1
973,-1,4839,15121,-1,-1,-1,-1,-1
974,-1,2283,9636,-1,-1,-1,-1,-1
975,-1,4516,11602,-1,-1,-1,-1,-1
976,-1,2753,10794,-1,-1,-1,-1,-1
977,-1,4685,15832,28058,44542,-1,-1,-1
978,-1,2368,-1,-1,-1,-1,-1,-1
979,-1,484,1342,-1,-1,-1,-1,-1
980,-1,4681,-1,-1,-1,-1,-1,-1
981,-1,3094,8451,-1,-1,-1,-1,-1
982,-1,1896,5443,10657,-1,-1,-1,-1
983,-1,3345,9983,-1,-1,-1,-1,-1
984,-1,524,-1,-1,-1,-1,-1,-1
985,-1,341,-1,-1,-1,-1,-1,-1
986,-1,2364,-1,-1,-1,-1,-1,-1
987,-1,1481,3719,2030,-1,-1,-1,-1
988,-1,1786,-1,-1,-1,-1,-1,-1
989,-1,1171,-1,-1,-1,-1,-1,-1
990,-1,2169,6703,11505,-1,-1,-1,-1
991,-1,1822,4842,-1,-1,-1,-1,-1
992,-1,447,-1,-1,-1,-1,-1,-1
993,-1,1875,8224,15474,27291,-1,-1,-1
994,-1,1853,8111,-1,-1,-1,-1,-1
995,-1,2958,-1,-1,-1,-1,-1,-1
996,-1,2701,-1,-1,-1,-1,-1,-1
997,-1,2842,-1,-1,-1,-1,-1,-1
998,-1,26190,-1,-1,-1,-1,-1,-1
999,-1,2507,5189,-1,-1,-1,-1,-1
1000,-1,1254,7649,16830,29877,46742,-1,-1
1001,-1,4430,12097,21150,-1,-1,-1,-1
1002,-1,1868,6823,-1,-1,-1,-1,-1
1003,-1,304,3084,5333,-1,-1,-1,-1
1004,-1,108,-1,-1,-1,-1,-1,-1
1005,-1,3160,10177,-1,-1,-1,-1,-1
1006,-1,181,-1,-1,-1,-1,-1,-1
1007,-1,1526,5644,-1,-1,-1,-1,-1
1008,-1,240,9803,-1,-1,-1,-1,-1
1009,-1,3643,-1,-1,-1,-1,-1,-1
1010,-1,1619,9803,-1,-1,-1,-1,-1
1011,-1,607,-1,-1,-1,-1,-1,-1
1012,-1,3468,10473,12853,-1,-1,-1,-1
1013,-1,4411,-1,-1,-1,-1,-1,-1
1014,-1,939,4554,-1,-1,-1,-1,-1
1015,-1,826,-1,-1,-1,-1,-1,-1
1016,-1,2727,-1,-1,-1,-1,-1,-1
1017,-1,616,1336,-1,-1,-1,-1,-1
1018,-1,2629,-1,-1,-1,-1,-1,-1
1019,-1,1791,-1,-1,-1,-1,-1,-1
1020,-1,381,-1,-1,-1,-1,-1,-1
1021,-1,298,-1,-1,-1,-1,-1,-1
1022,-1,936,-1,-1,-1,-1,-1,-1
1023,-1,1760,8020,15644,-1,-1,-1,-1
1024,-1,509,-1,-1,-1,-1,-1,-1
1025,-1,2068,8442,15848,-1,-1,-1,-1
1026,-1,1560,-1,-1,-1,-1,-1,-1
1027,-1,2154,-1,-1,-1,-1,-1,-1
1028,-1,2421,8841,16639,-1,-1,-1,-1
1029,-1,3898,10890,18795,-1,-1,-1,-1
1030,-1,478,-1,-1,-1,-1,-1,-1
1031,-1,4646,-1,-1,-1,-1,-1,-1
1032,-1,362,-1,-1,-1,-1,-1,-1
1033,-1,3618,14028,26825,-1,-1,-1,-1
1034,-1,314,5314,-1,-1,-1,-1,-1
1035,-1,1326,6042,9717,-1,-1,-1,-1
1036,-1,668,-1,-1,-1,-1,-1,-1
1037,-1,887,5314,-1,-1,-1,-1,-1
1038,-1,2680,-1,-1,-1,-1,-1,-1
1039,-1,2142,11233,23146,-1,-1,-1,-1
1040,-1,1293,6019,-1,-1,-1,-1,-1
1041,-1,1954,-1,-1,-1,-1,-1,-1
1042,-1,873,-1,-1,-1,-1,-1,-1
1043,-1,360,-1,-1,-1,-1,-1,-1
1044,-1,576,-1,-1,-1,-1,-1,-1
1045,-1,169,-1,-1,-1,-1,-1,-1
1046,-1,767,5598,13662,-1,-1,-1,-1
1047,-1,2848,12998,-1,-1,-1,-1,-1
1048,-1,647,3726,5838,-1,-1,-1,-1
1049,-1,117,5598,13662,-1,-1,-1,-1
1050,-1,642,10666,-1,-1,-1,-1,-1
1051,-1,756,4764,10258,-1,-1,-1,-1
1052,-1,1841,-1,-1,-1,-1,-1,-1
1053,-1,1220,-1,-1,-1,-1,-1,-1
1054,-1,2356,8635,-1,-1,-1,-1,-1
1055,-1,2826,10666,-1,-1,-1,-1,-1
1056,-1,287,-1,-1,-1,-1,-1,-1
1057,-1,379,-1,-1,-1,-1,-1,-1
1058,-1,1742,8359,-1,-1,-1,-1,-1
1059,-1,2400,-1,-1,-1,-1,-1,-1
1060,-1,539,3038,5510,10429,-1,-1,-1
1061,-1,2657,-1,-1,-1,-1,-1,-1
1062,-1,3967,11736,21365,-1,-1,-1,-1
1063,-1,235,-1,-1,-1,-1,-1,-1
1064,-1,960,6264,-1,-1,-1,-1,-1
1065,-1,585,-1,-1,-1,-1,-1,-1
1066,-1,861,16459,-1,-1,-1,-1,-1
1067,-1,133,2527,-1,-1,-1,-1,-1
1068,-1,659,-1,-1,-1,-1,-1,-1
1069,-1,406,2994,-1,-1,-1,-1,-1
1070,-1,341,-1,-1,-1,-1,-1,-1
1071,-1,412,-1,-1,-1,-1,-1,-1
1072,-1,1404,10628,-1,-1,-1,-1,-1
1073,-1,1548,-1,-1,-1,-1,-1,-1
1074,-1,508,-1,-1,-1,-1,-1,-1
1075,-1,4852,16459,-1,-1,-1,-1,-1
1076,-1,1540,-1,-1,-1,-1,-1,-1
1077,-1,474,2483,-1,-1,-1,-1,-1
