Unnamed: 0,./mask/201408ddyw.tifx,./mask/201408ddyw.tify,./mask/201508ddyw.tifx,./mask/201508ddyw.tify,./mask/20151017sp.tifx,./mask/20151017sp.tify,./mask/20160907.tifx,./mask/20160907.tify,./mask/20161025.tifx,./mask/20161025.tify,./mask/20170714.tifx,./mask/20170714.tify,./mask/20170728.tifx,./mask/20170728.tify,./mask/20171002.tifx,./mask/20171002.tify,./mask/20180729.tifx,./mask/20180729.tify,./mask/20180828.tifx,./mask/20180828.tify,./mask/20180926.tifx,./mask/20180926.tify,./mask/20190828.tifx,./mask/20190828.tify,./mask/20190923.tifx,./mask/20190923.tify,./mask/20200727.tifx,./mask/20200727.tify,./mask/20210717.tifx,./mask/20210717.tify
1500,-1,-1,-1,-1,-1,-1,10955,10536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1501,-1,-1,-1,-1,-1,-1,10965,7674,10904,7650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1502,-1,-1,-1,-1,-1,-1,10995,7841,10942,7812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1503,-1,-1,-1,-1,-1,-1,11010,7510,10953,7484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1504,-1,-1,-1,-1,-1,-1,11106,4586,11038,4574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1505,-1,-1,-1,-1,-1,-1,11250,4442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1506,-1,-1,-1,-1,-1,-1,11355,5768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1507,-1,-1,-1,-1,-1,-1,11374,6344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1508,-1,-1,-1,-1,-1,-1,11571,7031,11507,7002,11558,7044,11505,7094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1509,-1,-1,-1,-1,-1,-1,11629,6681,11566,6654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1510,-1,-1,-1,-1,-1,-1,11985,5112,11913,5094,12019,5132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1511,-1,-1,-1,-1,-1,-1,12017,3057,11936,3052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1512,-1,-1,-1,-1,-1,-1,12035,4602,11959,4588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1513,-1,-1,-1,-1,-1,-1,12150,3136,12067,3136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1514,-1,-1,-1,-1,-1,-1,12157,120,12077,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1515,-1,-1,-1,-1,-1,-1,12163,2926,12082,2930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1516,-1,-1,-1,-1,-1,-1,12187,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1517,-1,-1,-1,-1,-1,-1,12214,5442,12139,5417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1518,-1,-1,-1,-1,-1,-1,12273,8258,12209,8224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1519,-1,-1,-1,-1,-1,-1,12317,5454,12239,5438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1520,-1,-1,-1,-1,-1,-1,12547,7574,12483,7538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1521,-1,-1,-1,-1,-1,-1,12625,6648,12554,6618,12631,6665,12563,6730,12517,6754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1522,-1,-1,-1,-1,-1,-1,12877,5205,12799,5186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1523,-1,-1,-1,-1,-1,-1,12901,4488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1524,-1,-1,-1,-1,-1,-1,13063,4254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1525,-1,-1,-1,-1,-1,-1,13183,8922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1526,-1,-1,-1,-1,-1,-1,13247,7582,13173,7540,13227,7600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1527,-1,-1,-1,-1,-1,-1,13303,7386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1528,-1,-1,-1,-1,-1,-1,13373,9883,13326,9828,13305,9886,13283,9922,13231,9946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1529,-1,-1,-1,-1,-1,-1,13415,8712,13357,8670,13375,8727,13331,8774,13279,8800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1530,-1,-1,-1,-1,-1,-1,13483,7348,13403,7308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1531,-1,-1,-1,-1,-1,-1,13545,4626,13455,4606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1532,-1,-1,-1,-1,-1,-1,13587,9777,13541,9722,13513,9778,13487,9814,13435,9836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1533,-1,-1,-1,-1,-1,-1,13613,7300,13537,7262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1534,-1,-1,-1,-1,-1,-1,13702,7206,13619,7170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1535,-1,-1,-1,-1,-1,-1,13723,5924,13639,5893,13735,5942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1536,-1,-1,-1,-1,-1,-1,13755,5304,13667,5282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1537,-1,-1,-1,-1,-1,-1,13775,5135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538,-1,-1,-1,-1,-1,-1,13779,5046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1539,-1,-1,-1,-1,-1,-1,13830,7143,13751,7102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1540,-1,-1,-1,-1,-1,-1,13835,8510,13763,8464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1541,-1,-1,-1,-1,-1,-1,13863,4702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1542,-1,-1,-1,-1,-1,-1,13919,5512,13835,5488,13943,5530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1543,-1,-1,-1,-1,-1,-1,13931,5820,13849,5790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1544,-1,-1,-1,-1,-1,-1,13975,4678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1545,-1,-1,-1,-1,-1,-1,14083,5302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1546,-1,-1,-1,-1,-1,-1,14103,5602,14011,5582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1547,-1,-1,-1,-1,-1,-1,14103,8204,14027,8152,14068,8226,14011,8282,13961,8306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1548,-1,-1,-1,-1,-1,-1,14115,4648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1549,-1,-1,-1,-1,-1,-1,14170,5850,14085,5822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1550,-1,-1,-1,-1,-1,-1,14385,7318,14303,7278,14371,7346,14299,7407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1551,-1,-1,-1,-1,-1,-1,14699,6426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1552,-1,-1,-1,-1,-1,-1,14871,7709,14791,7658,14841,7742,14783,7810,14719,7830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1553,-1,-1,-1,-1,-1,-1,15007,7542,14919,7493,14975,7566,14898,7628,14845,7652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1554,-1,-1,-1,-1,-1,-1,15215,7392,15127,7344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1555,-1,-1,-1,-1,-1,-1,15291,8282,15205,8222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1556,-1,-1,-1,-1,-1,-1,15475,6798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1557,-1,-1,-1,-1,-1,-1,15525,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1558,-1,-1,-1,-1,-1,-1,15803,7422,15707,7369,15775,7450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1559,-1,-1,-1,-1,-1,-1,16119,7186,16015,7134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1560,-1,-1,-1,-1,-1,-1,16215,7769,16107,7710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1561,-1,-1,-1,-1,-1,-1,16323,7686,16219,7624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1562,-1,-1,-1,-1,-1,-1,-1,-1,2603,7372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1563,-1,-1,-1,-1,-1,-1,-1,-1,3089,3450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1564,-1,-1,-1,-1,-1,-1,-1,-1,3349,11134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1565,-1,-1,-1,-1,-1,-1,-1,-1,3513,6494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1566,-1,-1,-1,-1,-1,-1,-1,-1,3601,6912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1567,-1,-1,-1,-1,-1,-1,-1,-1,3641,12890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1568,-1,-1,-1,-1,-1,-1,-1,-1,3645,12642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1569,-1,-1,-1,-1,-1,-1,-1,-1,3911,13193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1570,-1,-1,-1,-1,-1,-1,-1,-1,3921,11342,3960,11406,3985,11390,3953,11424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1571,-1,-1,-1,-1,-1,-1,-1,-1,4013,2361,4082,2448,4023,2449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1572,-1,-1,-1,-1,-1,-1,-1,-1,4015,10840,4057,10908,4075,10894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1573,-1,-1,-1,-1,-1,-1,-1,-1,4027,10526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1574,-1,-1,-1,-1,-1,-1,-1,-1,4029,7265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1575,-1,-1,-1,-1,-1,-1,-1,-1,4141,7142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1576,-1,-1,-1,-1,-1,-1,-1,-1,4165,10011,4203,10078,4211,10062,4179,10104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1577,-1,-1,-1,-1,-1,-1,-1,-1,4185,9723,4225,9799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1578,-1,-1,-1,-1,-1,-1,-1,-1,4197,10312,4243,10382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1579,-1,-1,-1,-1,-1,-1,-1,-1,4287,10574,4322,10632,4337,10618,4301,10646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1580,-1,-1,-1,-1,-1,-1,-1,-1,4333,6056,4395,6156,4397,6162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1581,-1,-1,-1,-1,-1,-1,-1,-1,4365,11824,4382,11872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1582,-1,-1,-1,-1,-1,-1,-1,-1,4366,10166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1583,-1,-1,-1,-1,-1,-1,-1,-1,4403,8054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1584,-1,-1,-1,-1,-1,-1,-1,-1,4426,10290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1585,-1,-1,-1,-1,-1,-1,-1,-1,4581,7678,4635,7770,4617,7758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1586,-1,-1,-1,-1,-1,-1,-1,-1,4588,10142,4617,10206,4628,10194,4590,10222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1587,-1,-1,-1,-1,-1,-1,-1,-1,4665,6236,4722,6326,4690,6318,4655,6342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1588,-1,-1,-1,-1,-1,-1,-1,-1,4762,12764,4773,12790,4821,12778,4786,12810,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1589,-1,-1,-1,-1,-1,-1,-1,-1,4943,7254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1590,-1,-1,-1,-1,-1,-1,-1,-1,4943,10198,4962,10250,4974,10238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1591,-1,-1,-1,-1,-1,-1,-1,-1,4950,10450,4967,10512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592,-1,-1,-1,-1,-1,-1,-1,-1,5029,9718,5070,9786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1593,-1,-1,-1,-1,-1,-1,-1,-1,5034,9486,5079,9552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1594,-1,-1,-1,-1,-1,-1,-1,-1,5135,12324,5137,12352,5181,12338,5141,12367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1595,-1,-1,-1,-1,-1,-1,-1,-1,5173,9576,5209,9640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1596,-1,-1,-1,-1,-1,-1,-1,-1,5219,4358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1597,-1,-1,-1,-1,-1,-1,-1,-1,5239,6480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1598,-1,-1,-1,-1,-1,-1,-1,-1,5245,9294,5269,9356,5269,9346,5236,9378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1599,-1,-1,-1,-1,-1,-1,-1,-1,5279,7244,5337,7330,5313,7330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1600,-1,-1,-1,-1,-1,-1,-1,-1,5298,9546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1601,-1,-1,-1,-1,-1,-1,-1,-1,5394,9250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1602,-1,-1,-1,-1,-1,-1,-1,-1,5483,12410,5479,12430,5525,12418,5494,12446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1603,-1,-1,-1,-1,-1,-1,-1,-1,5577,10210,5606,10264,5619,10258,5587,10292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1604,-1,-1,-1,-1,-1,-1,-1,-1,5650,10546,5666,10588,5682,10582,5643,10610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1605,-1,-1,-1,-1,-1,-1,-1,-1,5715,5896,5725,5910,5686,5918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1606,-1,-1,-1,-1,-1,-1,-1,-1,5778,10104,5793,10154,5805,10148,5769,10178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1607,-1,-1,-1,-1,-1,-1,-1,-1,5845,9234,5878,9298,5879,9289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1608,-1,-1,-1,-1,-1,-1,-1,-1,5862,13240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1609,-1,-1,-1,-1,-1,-1,-1,-1,5903,10700,5921,10750,5939,10748,5906,10778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1610,-1,-1,-1,-1,-1,-1,-1,-1,5974,9488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1611,-1,-1,-1,-1,-1,-1,-1,-1,6060,12243,6041,12266,6086,12258,6047,12284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1612,-1,-1,-1,-1,-1,-1,-1,-1,6075,8426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1613,-1,-1,-1,-1,-1,-1,-1,-1,6114,10270,6126,10314,6138,10312,6099,10342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1614,-1,-1,-1,-1,-1,-1,-1,-1,6141,8432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1615,-1,-1,-1,-1,-1,-1,-1,-1,6282,10886,6277,10918,6298,10916,6258,10942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1616,-1,-1,-1,-1,-1,-1,-1,-1,6778,6886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1617,-1,-1,-1,-1,-1,-1,-1,-1,6782,7622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1618,-1,-1,-1,-1,-1,-1,-1,-1,6913,9162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1619,-1,-1,-1,-1,-1,-1,-1,-1,6981,3816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1620,-1,-1,-1,-1,-1,-1,-1,-1,7142,6430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1621,-1,-1,-1,-1,-1,-1,-1,-1,7385,4304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1622,-1,-1,-1,-1,-1,-1,-1,-1,7458,6634,7514,6688,7478,6710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1623,-1,-1,-1,-1,-1,-1,-1,-1,7465,4434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1624,-1,-1,-1,-1,-1,-1,-1,-1,7481,10473,7473,10498,7485,10505,7445,10530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1625,-1,-1,-1,-1,-1,-1,-1,-1,7535,6492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1626,-1,-1,-1,-1,-1,-1,-1,-1,7539,7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1627,-1,-1,-1,-1,-1,-1,-1,-1,7623,6606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1628,-1,-1,-1,-1,-1,-1,-1,-1,7650,5948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1629,-1,-1,-1,-1,-1,-1,-1,-1,7761,6778,7818,6834,7783,6856,7750,6896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1630,-1,-1,-1,-1,-1,-1,-1,-1,7825,11188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1631,-1,-1,-1,-1,-1,-1,-1,-1,7874,6612,7931,6666,7894,6688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1632,-1,-1,-1,-1,-1,-1,-1,-1,7882,10042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1633,-1,-1,-1,-1,-1,-1,-1,-1,7915,4839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1634,-1,-1,-1,-1,-1,-1,-1,-1,7926,11140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1635,-1,-1,-1,-1,-1,-1,-1,-1,8006,6482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1636,-1,-1,-1,-1,-1,-1,-1,-1,8038,6098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1637,-1,-1,-1,-1,-1,-1,-1,-1,8169,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1638,-1,-1,-1,-1,-1,-1,-1,-1,8197,9264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1639,-1,-1,-1,-1,-1,-1,-1,-1,8198,6090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1640,-1,-1,-1,-1,-1,-1,-1,-1,8202,4494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1641,-1,-1,-1,-1,-1,-1,-1,-1,8222,14264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1642,-1,-1,-1,-1,-1,-1,-1,-1,8258,7070,8302,7130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1643,-1,-1,-1,-1,-1,-1,-1,-1,8382,9620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1644,-1,-1,-1,-1,-1,-1,-1,-1,8417,14242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1645,-1,-1,-1,-1,-1,-1,-1,-1,8425,10618,8415,10650,8426,10662,8386,10690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
