,2014x,2014y,2015x,2015y,2016x,2016y,2017x,2017y,2018x,2018y,2019x,2019y,2020x,2020y,2021x,2021y
273,6671,9590,6686,9546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
274,6693,5606,6619,5540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
275,6721,5598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
276,6801,7592,6791,7566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,6855,5806,6822,5802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278,6863,6946,6841,6902,6778,6886,6798,6962,-1,-1,-1,-1,-1,-1,-1,-1
279,6895,3741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,6951,4944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,6961,3788,6915,3830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,7029,3496,6993,3437,6918,3418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,7102,7748,7105,7716,7049,7678,7070,7746,-1,-1,-1,-1,-1,-1,-1,-1
284,7141,3672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,7141,5980,7121,5982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286,7167,5448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287,7195,5010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,7219,4500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
289,7249,8238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290,7311,3687,7285,3642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,7330,8326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,7359,8378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,7418,2174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
294,7446,4082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,7463,14062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,7495,6354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297,7513,8147,7494,8104,7447,8079,7469,8148,7502,8074,-1,-1,-1,-1,-1,-1
298,7522,2260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
299,7565,11878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,7589,8706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301,7637,8658,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
302,7679,6642,7675,6654,7623,6606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,7733,5990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
304,7797,9038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
305,7887,9128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
306,7938,9358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
307,8006,7286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,8015,9456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
309,8051,7420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,8110,7596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,8137,7703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,8225,5868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
313,8225,9574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
314,8250,5334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
315,8253,7550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
316,8319,2730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
317,8321,5057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,8327,7102,8305,7114,8258,7070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
319,8342,5250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,8349,9286,8342,9266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
321,8383,8178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,8398,9950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
323,8431,1877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,8437,4490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
325,8445,6662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
326,8481,1650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
327,8491,8900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
328,8523,8822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
329,8531,7812,8530,7770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,8561,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,8609,2743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
332,8631,2800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,8643,7738,8622,7680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334,8674,4710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
335,8685,7222,8641,7219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
336,8699,9845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
337,8723,9808,8685,9730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
338,8801,1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339,8802,4914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,8853,2103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
341,8862,1787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,8885,7878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,8889,10206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
344,8939,2067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345,8949,1994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
346,8974,2415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
347,8994,8362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348,9019,1985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
349,9026,1497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
350,9033,7034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
351,9035,2524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
352,9047,1674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
353,9085,1586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
354,9107,2632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
355,9141,8434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
356,9149,1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,9151,1789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
358,9169,6418,9147,6409,9088,6358,9107,6440,-1,-1,-1,-1,-1,-1,-1,-1
359,9171,14349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,9193,8516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
361,9207,1830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
362,9257,1848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
363,9275,7662,9253,7615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364,9286,2601,9235,2542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
365,9302,2105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,9311,1450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
367,9334,1921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
368,9373,1390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
369,9389,9471,9386,9453,9318,9391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370,9415,2202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
371,9437,1461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,9438,7226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
373,9447,1890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
374,9467,3626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375,9475,1352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
376,9487,8292,9489,8260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
377,9499,2757,9457,2712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
378,9510,5382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
379,9511,2496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
380,9529,1805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
381,9535,4280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
382,9537,8356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
383,9546,1489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
384,9593,9375,9597,9342,9523,9280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
385,9607,3016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
386,9637,2830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
387,9647,2921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
388,9715,8902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
389,9727,2832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
390,9741,3224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
391,9751,2993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392,9769,3182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
393,9769,9885,9815,9852,9746,9814,9737,9878,9779,9822,-1,-1,-1,-1,-1,-1
394,9794,2011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395,9799,2976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
396,9799,5960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
397,9803,2766,9778,2717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
398,9803,3142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
399,9867,5900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400,9893,7230,9865,7206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
401,9921,1597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
402,9939,1917,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
403,9965,830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
404,9975,4706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
405,9981,1513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
406,10027,4790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
407,10041,2413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,10049,2085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
409,10065,1863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
410,10083,1934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
411,10129,2527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
412,10139,3452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
413,10208,3532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
414,10213,1704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
415,10234,2093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
416,10251,3750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
417,10255,3474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
418,10261,2190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
419,10261,2308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
420,10265,2728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
421,10309,3798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
422,10319,3364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
423,10373,2772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
424,10377,2280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
425,10417,3069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
426,10417,3508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
427,10425,6791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
428,10427,3221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
429,10449,3744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,10451,2737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
431,10521,3113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432,10542,2849,10502,2825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
433,10552,3982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
434,10561,5024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
435,10567,2340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
436,10587,2492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
437,10599,2618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
438,10613,3045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
439,10669,2868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
440,10759,3350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
441,10770,3555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
442,10801,5196,10753,5165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
443,10815,4167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444,10844,2660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,10851,2914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
446,10871,7542,10775,7510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
447,10915,1970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
448,10933,4958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
449,10955,8339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,10963,1928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
451,10989,2794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
452,10989,10134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
453,11163,3694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
454,11169,4652,11142,4612,11038,4574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
455,11171,2349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
456,11179,2424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
457,11201,3097,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
458,11258,2520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
459,11271,2441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
460,11407,2666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
461,11425,4810,11401,4782,11310,4742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
462,11447,2012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
463,11461,1602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
464,11489,3772,11446,3734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
465,11497,2625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
466,11543,6271,11527,6263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
467,11675,6728,11637,6732,11566,6654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
468,11859,3294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
469,11894,2209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
470,11950,2798,11953,2792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
471,11971,3526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472,12039,2872,12033,2880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
473,12067,2668,12052,2636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
474,12335,6784,12285,6786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475,12365,3809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
476,12403,7844,12373,7810,12286,7762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
477,12415,6411,12349,6406,12274,6338,12286,6446,-1,-1,-1,-1,-1,-1,-1,-1
478,12515,3702,12477,3688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
479,12547,2058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
480,12590,7618,12553,7580,12483,7538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
481,12653,4728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482,12711,4852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
483,12772,7618,12731,7575,12653,7542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
484,12957,6618,12907,6630,12831,6542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
485,12979,8486,12963,8456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
486,13013,6369,12951,6362,12875,6290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
487,13097,7518,13055,7494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
488,13161,6854,13119,6828,13019,6770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
489,13289,4302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
490,13303,4049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
491,13481,4014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
492,13523,5836,13491,5862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
493,13531,7084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
494,13595,3970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
495,13599,4464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
496,13745,4340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
497,13767,8700,13739,8666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
498,13783,6303,13737,6322,13647,6238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
499,13787,6944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
500,13901,6890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
501,13929,4366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
502,13959,6872,13961,6800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
503,13971,4826,13943,4844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
504,13979,4502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
505,14009,7822,13953,7796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
506,14067,6692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
507,14115,6456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
508,14163,4674,14127,4690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
509,14211,5242,14179,5234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
510,14238,4845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
511,14243,6102,14205,6122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
512,14373,6460,14347,6458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
513,14439,6151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
514,14497,5834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
515,14551,5937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
516,14585,5360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
517,14653,7906,14625,7870,14507,7824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
518,14671,5752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519,14763,5712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
520,14935,7706,14899,7710,14791,7658,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
521,14965,6856,14933,6842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
522,15047,6804,15008,6791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
523,15135,6260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
524,15179,7916,15141,7898,15031,7840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
525,15319,6673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
526,15363,9370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
527,15421,6111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528,15529,6338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
529,15560,9634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
530,15566,9324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
531,15640,9170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
532,15687,7272,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,15741,9076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
534,15776,6514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
535,15819,9994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
536,15849,6756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537,15855,9366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
538,15868,7034,15807,7036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
539,15879,6632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
540,15880,8924,15797,8906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
541,15933,10400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
542,15987,10728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
543,16000,6821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
544,16003,8860,15927,8854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
545,16011,6550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
546,16060,10188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
547,16079,8614,16035,8612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
548,16150,8380,16117,8402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
549,16283,10102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
550,16284,10595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
