,./mask/201408ddyw.tif,./mask/201508ddyw.tif,./mask/20151017sp.tif,./mask/20160907.tif,./mask/20161025.tif,./mask/20170714.tif,./mask/20170728.tif,./mask/20171002.tif,./mask/20180729.tif,./mask/20180828.tif,./mask/20180926.tif,./mask/20190828.tif,./mask/20190923.tif,./mask/20200727.tif,./mask/20210717.tif
575,-1,2904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
576,-1,1220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
577,-1,2677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
578,-1,1450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
579,-1,1390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
580,-1,3720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
581,-1,4093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
582,-1,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
583,-1,3157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
584,-1,620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
585,-1,1676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
586,-1,1017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
587,-1,4170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
588,-1,1837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
589,-1,1572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
590,-1,3927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
591,-1,4475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
592,-1,2778,2754,7999,7282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
593,-1,3145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
594,-1,156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
595,-1,1641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
596,-1,1795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
597,-1,3091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
598,-1,831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
599,-1,1264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
600,-1,909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601,-1,1717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602,-1,156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
603,-1,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
604,-1,1850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
605,-1,4519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
606,-1,1718,1028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
607,-1,3870,4148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
608,-1,2396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
609,-1,2881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
610,-1,5454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
611,-1,2378,2363,8292,8437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
612,-1,2809,2001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
613,-1,307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
614,-1,2884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
615,-1,3481,3954,10267,10502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
616,-1,3308,3251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
617,-1,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
618,-1,5936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
619,-1,1270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
620,-1,2084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621,-1,2457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
622,-1,3712,2549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623,-1,1926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
624,-1,3236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
625,-1,1724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
626,-1,2198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
627,-1,3457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
628,-1,685,1362,7624,7609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
629,-1,568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
630,-1,1228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631,-1,5724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
632,-1,1400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
633,-1,4557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
634,-1,4174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635,-1,948,6929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
636,-1,2145,1362,7624,7609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
637,-1,3701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638,-1,1148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,-1,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
640,-1,2725,2601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
641,-1,2193,2195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
642,-1,1802,1765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
643,-1,3339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
644,-1,3545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
645,-1,2888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
646,-1,2969,2759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
647,-1,3659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
648,-1,2995,2246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
649,-1,1592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
650,-1,2769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
651,-1,2869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
652,-1,1799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
653,-1,2081,1419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
654,-1,2427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
655,-1,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
656,-1,4281,3340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
657,-1,1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
658,-1,2191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
659,-1,942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
660,-1,1660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
661,-1,703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
662,-1,3969,3387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
663,-1,1144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
664,-1,5064,4098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
665,-1,1826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666,-1,1065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
667,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
668,-1,4227,3667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669,-1,2026,1645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670,-1,2057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
671,-1,1768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
672,-1,3067,2555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
673,-1,2607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
674,-1,3990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
675,-1,2634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
676,-1,3680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
677,-1,2320,2276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
678,-1,4639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
679,-1,904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
680,-1,1917,1340,6007,6603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
681,-1,4780,4102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
682,-1,1960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
683,-1,2573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
684,-1,1364,955,6925,6741,13368,14045,16219,-1,-1,-1,-1,-1,-1,-1
685,-1,1860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
686,-1,786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
687,-1,1364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
688,-1,4027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
689,-1,2696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
690,-1,2601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
691,-1,2506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
692,-1,4042,3965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
693,-1,2314,2180,7694,7887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694,-1,505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
695,-1,2728,2341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
696,-1,908,1274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
697,-1,2715,1875,7903,7601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
698,-1,6830,6064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
699,-1,4578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
700,-1,3506,3012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
701,-1,3919,2651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
702,-1,2151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
703,-1,2552,2630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
704,-1,1932,1274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
705,-1,745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
706,-1,2870,3646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
707,-1,3324,3063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
708,-1,1761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
709,-1,3092,3934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
710,-1,3229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
711,-1,3156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
712,-1,2627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
713,-1,2099,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
714,-1,1461,926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
715,-1,2235,1732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
716,-1,1199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
717,-1,2932,2299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
718,-1,917,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
719,-1,2997,2588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720,-1,8507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
721,-1,2103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
722,-1,2556,1954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
723,-1,4307,3296,10802,11541,18108,18772,-1,-1,-1,-1,-1,-1,-1,-1
724,-1,2289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
725,-1,2919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
726,-1,1424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
727,-1,2869,1452,10482,9392,15001,11782,-1,-1,-1,-1,-1,-1,-1,-1
728,-1,1245,770,11383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
729,-1,1909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
730,-1,569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
731,-1,2976,2342,9771,9526,16116,17148,-1,-1,-1,-1,-1,-1,-1,-1
732,-1,3046,3378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
733,-1,3311,2226,11383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
734,-1,1469,823,4000,4466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
735,-1,1764,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
736,-1,2096,2172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
737,-1,2294,1912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
738,-1,2717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
739,-1,3208,2861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
740,-1,1648,910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
741,-1,1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
742,-1,2904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
743,-1,2610,1841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
744,-1,2766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
745,-1,907,910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
746,-1,2094,1884,6769,7092,12713,13026,14966,-1,-1,-1,-1,-1,-1,-1
747,-1,3510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
748,-1,3112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
749,-1,2349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
750,-1,3819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
751,-1,2768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752,-1,1423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
753,-1,1918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
754,-1,858,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
755,-1,1257,1200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
756,-1,852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
757,-1,1478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
758,-1,2191,1805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
759,-1,2341,1354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760,-1,905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
761,-1,901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
762,-1,1552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
763,-1,3835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
764,-1,4677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
765,-1,1659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
766,-1,2408,2129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
767,-1,3262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
768,-1,2648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
769,-1,3535,4327,12198,11771,20624,20801,23473,-1,-1,-1,-1,-1,-1,-1
770,-1,1624,1446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
771,-1,2725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
772,-1,1929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
773,-1,1993,1313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
774,-1,2131,1824,5067,5264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
775,-1,1577,1950,5485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
776,-1,3920,5058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
777,-1,2559,2335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
778,-1,1137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
779,-1,1996,1475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780,-1,1686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
781,-1,1711,1581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
782,-1,1783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
783,-1,2283,2322,8915,9290,17312,17722,19867,-1,-1,-1,-1,-1,-1,-1
784,-1,939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
785,-1,1365,1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
786,-1,1901,1575,4950,5531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787,-1,3192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
788,-1,4693,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
789,-1,3401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
790,-1,2563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
791,-1,1749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
792,-1,2547,2815,7162,7614,14290,14905,15166,-1,-1,-1,-1,-1,-1,-1
793,-1,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
794,-1,1060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
795,-1,2208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
796,-1,3066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
797,-1,2265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
798,-1,1885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
799,-1,5421,5254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
800,-1,2575,2675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
801,-1,2960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
802,-1,2431,1628,9993,10026,18689,18772,-1,-1,-1,-1,-1,-1,-1,-1
803,-1,3146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
804,-1,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
805,-1,2308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
806,-1,1845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
807,-1,3683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
808,-1,3929,2879,9852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
809,-1,1703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
810,-1,1586,1258,5801,6125,10566,11271,11530,-1,-1,-1,-1,-1,-1,-1
811,-1,4373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
812,-1,633,547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
813,-1,4371,3793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
814,-1,2263,2376,7674,7738,12554,12651,14128,-1,-1,-1,-1,-1,-1,-1
815,-1,6193,5213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
816,-1,1359,988,3888,4095,6549,7194,7689,-1,-1,-1,-1,-1,-1,-1
817,-1,2863,2659,8775,9511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
818,-1,2700,2814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
819,-1,2093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
820,-1,2801,1719,8310,8766,17368,18718,18134,-1,-1,-1,-1,-1,-1,-1
821,-1,3093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
822,-1,1663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
823,-1,2796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
824,-1,2470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
825,-1,4585,3756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
826,-1,2126,1352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
827,-1,1869,1224,8748,8386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
828,-1,1468,1323,5552,6069,11250,10957,-1,-1,-1,-1,-1,-1,-1,-1
829,-1,1841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
830,-1,2869,1736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
831,-1,2193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
832,-1,3967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
833,-1,3278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
834,-1,2295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
835,-1,4806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
836,-1,1182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
837,-1,3430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
838,-1,2683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
839,-1,2135,2406,5662,6145,10419,10436,-1,-1,-1,-1,-1,-1,-1,-1
840,-1,3308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
841,-1,4578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
842,-1,3434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
843,-1,2514,1991,4207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
844,-1,5039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
845,-1,1144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
846,-1,3215,2426,8882,8624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
847,-1,3392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
848,-1,5460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
849,-1,1880,1825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
850,-1,2857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
851,-1,4077,3902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
852,-1,471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
853,-1,4702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
854,-1,1815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
855,-1,292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
856,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
857,-1,192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
858,-1,671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
859,-1,1511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
860,-1,892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
861,-1,4613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
862,-1,1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
863,-1,6663,6750,15251,16180,22337,-1,-1,-1,-1,-1,-1,-1,-1,-1
864,-1,3948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
865,-1,3350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
866,-1,2162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
867,-1,3529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
868,-1,3158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
869,-1,4613,4299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
