,./mask/201408ddyw.tif,./mask/201508ddyw.tif,./mask/20151017sp.tif,./mask/20160907.tif,./mask/20161025.tif,./mask/20170714.tif,./mask/20170728.tif,./mask/20171002.tif,./mask/20180729.tif,./mask/20180828.tif,./mask/20180926.tif,./mask/20190828.tif,./mask/20190923.tif,./mask/20200727.tif,./mask/20210717.tif
280,6046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,124,1684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,5131,13073,11811,24108,23614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,5659,13701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,6453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,5111,17803,18755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286,741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287,6201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
289,4740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290,1811,4360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,1774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,3875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,3077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
294,5713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,2215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297,1380,5224,4870,10467,10895,17102,17846,19061,-1,-1,-1,-1,-1,-1,-1
298,1925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
299,1170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,1571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301,5258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
302,701,2997,3168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,2787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
304,5041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
305,3158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
306,4117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
307,2595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
309,468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,2405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,1678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,16424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
313,8122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
314,4427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
315,619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
316,1933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
317,10876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,1288,3664,3663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
319,15767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,2684,9785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
321,1717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,3683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
323,1432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,4862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
325,14276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
326,2367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
327,10380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
328,1464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
329,354,2872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,2009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
332,3930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,350,6466,5756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334,4997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
335,298,6161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
336,1477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
337,136,718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
338,2733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339,3264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,1573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
341,1689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
344,1638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345,1396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
346,4812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
347,5992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348,803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
349,2981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
350,3070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
351,2713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
352,2298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
353,4028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
354,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
355,1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
356,5390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,1362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
358,145,3042,2200,8022,7067,11636,11790,11448,-1,-1,-1,-1,-1,-1,-1
359,12459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
361,1677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
362,4740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
363,124,3211,2982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364,1545,3944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
365,1465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
367,4752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
368,587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
369,785,5689,5327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370,1626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
371,2146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,6904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
373,1237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
374,1770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375,1863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
376,271,2184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
377,1862,3689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
378,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
379,932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
380,6619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
381,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
382,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
383,3255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
384,362,6743,4849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
385,1242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
386,3410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
387,1759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
388,317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
389,508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
390,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
391,1669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392,1417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
393,1065,3987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
394,4004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395,1178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
396,4722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
397,2424,3980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
398,829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
399,1159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400,239,3614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
401,1896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
402,3784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
403,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
404,1220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
405,6509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
406,2106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
407,4536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,4706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
409,2995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
410,2257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
411,2439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
412,2402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
413,4605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
414,6575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
415,3336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
416,2276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
417,1613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
418,5606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
419,1698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
420,3196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
421,3843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
422,2062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
423,2044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
424,1366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
425,1554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
426,2840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
427,3152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
428,3041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
429,2721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,3934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
431,611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432,2899,5940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
433,772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
434,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
435,6209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
436,3503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
437,4881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
438,992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
439,3927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
440,3701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
441,1701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
442,120,6776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
443,429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444,2604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,1299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
446,2341,1810,2122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
447,1270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
448,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
449,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,2394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
451,1149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
452,2001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
453,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
454,465,8377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
455,1398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
456,1854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
457,1852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
458,2141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
459,1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
460,828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
461,1423,7521,7248,17520,17298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
462,3153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
463,710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
464,483,8113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
465,1620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
466,828,4041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
467,120,2799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
468,5405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
469,1258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
470,2647,5643,5657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
471,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472,388,1658,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
473,212,6033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
474,11852,21555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
476,10267,21164,20161,37450,33608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
477,7325,20401,19684,35138,35418,48152,47496,53222,-1,-1,-1,-1,-1,-1,-1
478,312,4724,2375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
479,5722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
480,2368,8990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
481,4546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482,588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
483,3727,11677,10513,20439,21094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
484,6551,14815,13656,25116,24163,29850,-1,-1,-1,-1,-1,-1,-1,-1,-1
485,175,2515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
486,6926,18227,16565,31378,31056,43632,44446,46308,-1,-1,-1,-1,-1,-1,-1
487,4590,11556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
488,6039,16847,16076,32178,32716,48334,42492,-1,-1,-1,-1,-1,-1,-1,-1
489,1965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
490,1201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
491,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
492,219,6329,6826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
493,6064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
494,2133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
495,3013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
496,3391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
497,909,5761,7536,14982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
498,2910,10145,10066,16748,17390,30770,-1,-1,-1,-1,-1,-1,-1,-1,-1
499,1732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
500,1857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
501,7174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
502,353,2305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
503,402,3780,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
504,4895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
505,180,3431,3299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
506,1417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
507,7745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
508,408,4373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
509,4472,14598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
510,1967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
511,3541,15344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
512,445,1839,2390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
513,2409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
514,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
515,1497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
516,524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
517,213,6484,5534,14784,14572,22457,21780,23992,-1,-1,-1,-1,-1,-1,-1
518,2554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519,3703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
520,234,2387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
521,284,3354,4983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
522,508,5161,4983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
523,1381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
524,288,7940,8500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
525,1345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
526,9019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
527,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528,1217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
529,4648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
530,19110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
531,7756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
532,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,3262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
534,560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
535,20772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
536,381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537,12002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
538,1013,7918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
539,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
540,6463,16455,14438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
541,6927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
542,6116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
543,1264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
544,2506,6106,6068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
545,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
546,14074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
547,8736,12892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
548,2797,3700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
549,7608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
550,2958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
551,1510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
552,9830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
553,135,3988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
554,19852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
555,284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
556,1791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
557,3098,11220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558,1124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559,6595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
560,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
561,2280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
562,1412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
563,6426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
564,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
565,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
566,2589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
567,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
568,-1,5067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
569,-1,532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
570,-1,2524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
571,-1,2340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
572,-1,1790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
573,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
574,-1,4984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
